Timestamp,"Link ID","Link Text","Original URL","Search Query","Resulting URL",Status,Notes
"2025-11-14 14:16:11",1,"Original San Francisco Friday Night Skate",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHhnKQ2-G3T8JhEx6EVzGhaW7q55YhRr5RNDjbkxw8lBE70eDSf_DYieCNzXVxRAH18n3YLOq39HRJUY1y2UFVcPL8_OgtyBUXqz28UCd-Bu8aX_KLlNWGNVYrpLSj1EUPo45dFSKXKbzrdmx-CJ4O783spQCLg4Cr32wqQoRuEM6nvbnIcOlKA,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHhnKQ2-G3T8JhEx6EVzGhaW7q55YhRr5RNDjbkxw8lBE70eDSf_DYieCNzXVxRAH18n3YLOq39HRJUY1y2UFVcPL8_OgtyBUXqz28UCd-Bu8aX_KLlNWGNVYrpLSj1EUPo45dFSKXKbzrdmx-CJ4O783spQCLg4Cr32wqQoRuEM6nvbnIcOlKA,SUCCESS,"Passed intelligent liveness check."
"2025-11-14 14:16:12",2,"Tuesday Night Skate San Francisco",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGdVG_7KSsRMF4n3ayQyiZCtESxZ3FqsInKLAGBJA7ml3BtUiyNkfHdlHQXxhQ7WuHMRC50sLIOy12xr_5B-mV4f5qXUo1i_Z3tEAXiU8wvNGssFuU7qsvexthTkQBa2eRXdxdT51k1RBurIQEcWSIy1mJQbREUjhWrVTiS,,https://skateterminal.com/event/tuesday-night-skate-san-francisco/,REDIRECT,"Vertex AI URL resolved to final destination."
"2025-11-14 14:16:12",2,"Tuesday Night Skate San Francisco",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGdVG_7KSsRMF4n3ayQyiZCtESxZ3FqsInKLAGBJA7ml3BtUiyNkfHdlHQXxhQ7WuHMRC50sLIOy12xr_5B-mV4f5qXUo1i_Z3tEAXiU8wvNGssFuU7qsvexthTkQBa2eRXdxdT51k1RBurIQEcWSIy1mJQbREUjhWrVTiS,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGdVG_7KSsRMF4n3ayQyiZCtESxZ3FqsInKLAGBJA7ml3BtUiyNkfHdlHQXxhQ7WuHMRC50sLIOy12xr_5B-mV4f5qXUo1i_Z3tEAXiU8wvNGssFuU7qsvexthTkQBa2eRXdxdT51k1RBurIQEcWSIy1mJQbREUjhWrVTiS,SUCCESS,"Passed intelligent liveness check."
"2025-11-14 14:16:14",3,"Golden Gate Park Sunday Roller Disco Party",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHLagUDwIAc4MNr5MQjSAazDJgQ6i467oSc_9PnTN_N0BLU6y-W1hEId-MVDrcuVKOEAZxSWlYgc3KKZqWrebMBxWSRVqjlegRt5g7u_3OaAd3fv-wbKc59vRod9o5OlxGyNUsEBuU4OuuEn9EqdHA1-qrXniuLWCI3I6aLl2UZmhwyurH_a_6Mcg_Fo68=,,https://sf.funcheap.com/event-series/golden-gate-park-sunday-roller-disco-party-sf/,REDIRECT,"Vertex AI URL resolved to final destination."
"2025-11-14 14:16:14",3,"Golden Gate Park Sunday Roller Disco Party",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHLagUDwIAc4MNr5MQjSAazDJgQ6i467oSc_9PnTN_N0BLU6y-W1hEId-MVDrcuVKOEAZxSWlYgc3KKZqWrebMBxWSRVqjlegRt5g7u_3OaAd3fv-wbKc59vRod9o5OlxGyNUsEBuU4OuuEn9EqdHA1-qrXniuLWCI3I6aLl2UZmhwyurH_a_6Mcg_Fo68=,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHLagUDwIAc4MNr5MQjSAazDJgQ6i467oSc_9PnTN_N0BLU6y-W1hEId-MVDrcuVKOEAZxSWlYgc3KKZqWrebMBxWSRVqjlegRt5g7u_3OaAd3fv-wbKc59vRod9o5OlxGyNUsEBuU4OuuEn9EqdHA1-qrXniuLWCI3I6aLl2UZmhwyurH_a_6Mcg_Fo68=,SUCCESS,"Passed intelligent liveness check."
"2025-11-14 14:16:15",4,"Church of 8 Wheels",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGKxytWIZhcAM7Dox9_Z6fk_eUIBTVJH1AGHBVJC5BKze9lyHiibs5p9JAYE50Ql3PHZVhInctGWBaF8T8vU3q9bS_Bu7RIO1lHhwC78PSoabzuvnRgobC3FlUI9aWvQKtkzbXeBGded6Y2zdSs0Q==,,https://allevents.in/san-francisco/skating--november,REDIRECT,"Vertex AI URL resolved to final destination."
"2025-11-14 14:16:16",4,"Church of 8 Wheels",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGKxytWIZhcAM7Dox9_Z6fk_eUIBTVJH1AGHBVJC5BKze9lyHiibs5p9JAYE50Ql3PHZVhInctGWBaF8T8vU3q9bS_Bu7RIO1lHhwC78PSoabzuvnRgobC3FlUI9aWvQKtkzbXeBGded6Y2zdSs0Q==,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGKxytWIZhcAM7Dox9_Z6fk_eUIBTVJH1AGHBVJC5BKze9lyHiibs5p9JAYE50Ql3PHZVhInctGWBaF8T8vU3q9bS_Bu7RIO1lHhwC78PSoabzuvnRgobC3FlUI9aWvQKtkzbXeBGded6Y2zdSs0Q==,SUCCESS,"Passed intelligent liveness check."
"2025-11-14 14:16:17",5,"Sparkle and Skate Night",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGKxytWIZhcAM7Dox9_Z6fk_eUIBTVJH1AGHBVJC5BKze9lyHiibs5p9JAYE50Ql3PHZVhInctGWBaF8T8vU3q9bS_Bu7RIO1lHhwC78PSoabzuvnRgobC3FlUI9aWvQKtkzbXeBGded6Y2zdSs0Q==,,https://allevents.in/san-francisco/skating--november,REDIRECT,"Vertex AI URL resolved to final destination."
"2025-11-14 14:16:18",5,"Sparkle and Skate Night",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGKxytWIZhcAM7Dox9_Z6fk_eUIBTVJH1AGHBVJC5BKze9lyHiibs5p9JAYE50Ql3PHZVhInctGWBaF8T8vU3q9bS_Bu7RIO1lHhwC78PSoabzuvnRgobC3FlUI9aWvQKtkzbXeBGded6Y2zdSs0Q==,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGKxytWIZhcAM7Dox9_Z6fk_eUIBTVJH1AGHBVJC5BKze9lyHiibs5p9JAYE50Ql3PHZVhInctGWBaF8T8vU3q9bS_Bu7RIO1lHhwC78PSoabzuvnRgobC3FlUI9aWvQKtkzbXeBGded6Y2zdSs0Q==,SUCCESS,"Passed intelligent liveness check."
"2025-11-14 14:16:19",1,"Original San Francisco Friday Night Skate",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHhnKQ2-G3T8JhEx6EVzGhaW7q55YhRr5RNDjbkxw8lBE70eDSf_DYieCNzXVxRAH18n3YLOq39HRJUY1y2UFVcPL8_OgtyBUXqz28UCd-Bu8aX_KLlNWGNVYrpLSj1EUPo45dFSKXKbzrdmx-CJ4O783spQCLg4Cr32wqQoRuEM6nvbnIcOlKA,,https://skateterminal.com/event/the-original-san-francisco-friday-night-skate/,REDIRECT,"Vertex AI URL resolved to final destination."
"2025-11-14 14:16:20",1,"Original San Francisco Friday Night Skate",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHhnKQ2-G3T8JhEx6EVzGhaW7q55YhRr5RNDjbkxw8lBE70eDSf_DYieCNzXVxRAH18n3YLOq39HRJUY1y2UFVcPL8_OgtyBUXqz28UCd-Bu8aX_KLlNWGNVYrpLSj1EUPo45dFSKXKbzrdmx-CJ4O783spQCLg4Cr32wqQoRuEM6nvbnIcOlKA,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHhnKQ2-G3T8JhEx6EVzGhaW7q55YhRr5RNDjbkxw8lBE70eDSf_DYieCNzXVxRAH18n3YLOq39HRJUY1y2UFVcPL8_OgtyBUXqz28UCd-Bu8aX_KLlNWGNVYrpLSj1EUPo45dFSKXKbzrdmx-CJ4O783spQCLg4Cr32wqQoRuEM6nvbnIcOlKA,SUCCESS,"Passed intelligent liveness check."
"2025-11-14 14:16:21",2,"Tuesday Night Skate",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGdVG_7KSsRMF4n3ayQyiZCtESxZ3FqsInKLAGBJA7ml3BtUiyNkfHdlHQXxhQ7WuHMRC50sLIOy12xr_5B-mV4f5qXUo1i_Z3tEAXiU8wvNGssFuU7qsvexthTkQBa2eRXdxdT51k1RBurIQEcWSIy1mJQbREUjhWrVTiS,,https://skateterminal.com/event/tuesday-night-skate-san-francisco/,REDIRECT,"Vertex AI URL resolved to final destination."
"2025-11-14 14:16:22",2,"Tuesday Night Skate",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGdVG_7KSsRMF4n3ayQyiZCtESxZ3FqsInKLAGBJA7ml3BtUiyNkfHdlHQXxhQ7WuHMRC50sLIOy12xr_5B-mV4f5qXUo1i_Z3tEAXiU8wvNGssFuU7qsvexthTkQBa2eRXdxdT51k1RBurIQEcWSIy1mJQbREUjhWrVTiS,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGdVG_7KSsRMF4n3ayQyiZCtESxZ3FqsInKLAGBJA7ml3BtUiyNkfHdlHQXxhQ7WuHMRC50sLIOy12xr_5B-mV4f5qXUo1i_Z3tEAXiU8wvNGssFuU7qsvexthTkQBa2eRXdxdT51k1RBurIQEcWSIy1mJQbREUjhWrVTiS,SUCCESS,"Passed intelligent liveness check."
"2025-11-14 14:16:23",3,"Golden Gate Park Sunday Roller Disco Party",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHLagUDwIAc4MNr5MQjSAazDJgQ6i467oSc_9PnTN_N0BLU6y-W1hEId-MVDrcuVKOEAZxSWlYgc3KKZqWrebMBxWSRVqjlegRt5g7u_3OaAd3fv-wbKc59vRod9o5OlxGyNUsEBuU4OuuEn9EqdHA1-qrXniuLWCI3I6aLl2UZmhwyurH_a_6Mcg_Fo68=,,https://sf.funcheap.com/event-series/golden-gate-park-sunday-roller-disco-party-sf/,REDIRECT,"Vertex AI URL resolved to final destination."
"2025-11-14 14:16:23",3,"Golden Gate Park Sunday Roller Disco Party",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHLagUDwIAc4MNr5MQjSAazDJgQ6i467oSc_9PnTN_N0BLU6y-W1hEId-MVDrcuVKOEAZxSWlYgc3KKZqWrebMBxWSRVqjlegRt5g7u_3OaAd3fv-wbKc59vRod9o5OlxGyNUsEBuU4OuuEn9EqdHA1-qrXniuLWCI3I6aLl2UZmhwyurH_a_6Mcg_Fo68=,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHLagUDwIAc4MNr5MQjSAazDJgQ6i467oSc_9PnTN_N0BLU6y-W1hEId-MVDrcuVKOEAZxSWlYgc3KKZqWrebMBxWSRVqjlegRt5g7u_3OaAd3fv-wbKc59vRod9o5OlxGyNUsEBuU4OuuEn9EqdHA1-qrXniuLWCI3I6aLl2UZmhwyurH_a_6Mcg_Fo68=,SUCCESS,"Passed intelligent liveness check."
"2025-11-14 14:16:24",4,"Ongoing Roller Disco and Skate Events at Church of 8 Wheels",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGKxytWIZhcAM7Dox9_Z6fk_eUIBTVJH1AGHBVJC5BKze9lyHiibs5p9JAYE50Ql3PHZVhInctGWBaF8T8vU3q9bS_Bu7RIO1lHhwC78PSoabzuvnRgobC3FlUI9aWvQKtkzbXeBGded6Y2zdSs0Q==,,https://allevents.in/san-francisco/skating--november,REDIRECT,"Vertex AI URL resolved to final destination."
"2025-11-14 14:16:25",4,"Ongoing Roller Disco and Skate Events at Church of 8 Wheels",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGKxytWIZhcAM7Dox9_Z6fk_eUIBTVJH1AGHBVJC5BKze9lyHiibs5p9JAYE50Ql3PHZVhInctGWBaF8T8vU3q9bS_Bu7RIO1lHhwC78PSoabzuvnRgobC3FlUI9aWvQKtkzbXeBGded6Y2zdSs0Q==,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGKxytWIZhcAM7Dox9_Z6fk_eUIBTVJH1AGHBVJC5BKze9lyHiibs5p9JAYE50Ql3PHZVhInctGWBaF8T8vU3q9bS_Bu7RIO1lHhwC78PSoabzuvnRgobC3FlUI9aWvQKtkzbXeBGded6Y2zdSs0Q==,SUCCESS,"Passed intelligent liveness check."
"2025-11-14 14:17:00",1,"The Saturday Roller Disco",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHzSatfHvOr8GJAgKiFiBzlbbMUSals3YF-JHT1yQpKb2WbcBC8Nj-yAcbvxH1v432DjlUtsSpJv2AxqV0OoCJduGldci8KN8hHD7kSGu6iu4HM-KRXEut4CJATUhaV63Jyqv1PZAvORWj8nA==,,https://eventrising.com/events/details.php?id=233,REDIRECT,"Vertex AI URL resolved to final destination."
"2025-11-14 14:17:01",1,"The Saturday Roller Disco",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHzSatfHvOr8GJAgKiFiBzlbbMUSals3YF-JHT1yQpKb2WbcBC8Nj-yAcbvxH1v432DjlUtsSpJv2AxqV0OoCJduGldci8KN8hHD7kSGu6iu4HM-KRXEut4CJATUhaV63Jyqv1PZAvORWj8nA==,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHzSatfHvOr8GJAgKiFiBzlbbMUSals3YF-JHT1yQpKb2WbcBC8Nj-yAcbvxH1v432DjlUtsSpJv2AxqV0OoCJduGldci8KN8hHD7kSGu6iu4HM-KRXEut4CJATUhaV63Jyqv1PZAvORWj8nA==,SUCCESS,"Passed intelligent liveness check."
"2025-11-14 14:17:46",1,"CDG Comets Tournament",https://www.bayareader.com/events/2025-09-06,,,FAILURE,"Failed intelligent liveness check. Attempting Refresh Search."
"2025-11-14 14:17:46",1,"CDG Comets Tournament",https://www.bayareader.com/events/2025-09-06,https://www.googleapis.com/customsearch/v1?key=AIzaSyBVhmsn6mUY3S6E1590imj63BxAGSZ8cuI&cx=94977512e98b54f97&q=https%3A%2F%2Fwww.bayareader.com%2Fevents%2F2025-09-06&num=1,,FAILURE,"No results found for search query. Search Type: refresh."
"2025-11-14 14:17:47",1,"CDG Comets Tournament",https://www.bayareader.com/events/2025-09-06,https://www.googleapis.com/customsearch/v1?key=AIzaSyBVhmsn6mUY3S6E1590imj63BxAGSZ8cuI&cx=94977512e98b54f97&q=CDG%20Comets%20Tournament%20San%20Francisco%20September&num=5,,SEARCH_SUCCESS,"broad search returned 5 results for evaluation."
"2025-11-14 14:17:56",1,"CDG Comets Tournament",https://www.bayareader.com/events/2025-09-06,,https://www.bayareaderby.com/event/cdg-tournament-2025,SUCCESS,"AI evaluated and chose the best link from broad search."
"2025-11-14 14:17:57",2,"Original San Francisco Friday Night Skate",https://skateterminal.com/events/the-original-san-francisco-friday-night-skate-416,,,FAILURE,"Failed intelligent liveness check. Attempting Refresh Search."
"2025-11-14 14:17:57",2,"Original San Francisco Friday Night Skate",https://skateterminal.com/events/the-original-san-francisco-friday-night-skate-416,https://www.googleapis.com/customsearch/v1?key=AIzaSyBVhmsn6mUY3S6E1590imj63BxAGSZ8cuI&cx=94977512e98b54f97&q=https%3A%2F%2Fskateterminal.com%2Fevents%2Fthe-original-san-francisco-friday-night-skate-416&num=1,,SEARCH_SUCCESS,"refresh search returned 1 results for evaluation."
"2025-11-14 14:17:57",2,"Original San Francisco Friday Night Skate",https://skateterminal.com/events/the-original-san-francisco-friday-night-skate-416,,https://www.facebook.com/groups/875019069327187/posts/3190023584493379/,SUCCESS,"URL corrected via refresh search."
"2025-11-14 14:17:58",3,"Tuesday Night Skate",https://skateterminal.com/events/tuesday-night-skate-san-francisco-214,,,FAILURE,"Failed intelligent liveness check. Attempting Refresh Search."
"2025-11-14 14:17:59",3,"Tuesday Night Skate",https://skateterminal.com/events/tuesday-night-skate-san-francisco-214,https://www.googleapis.com/customsearch/v1?key=AIzaSyBVhmsn6mUY3S6E1590imj63BxAGSZ8cuI&cx=94977512e98b54f97&q=https%3A%2F%2Fskateterminal.com%2Fevents%2Ftuesday-night-skate-san-francisco-214&num=1,,SEARCH_SUCCESS,"refresh search returned 1 results for evaluation."
"2025-11-14 14:17:59",3,"Tuesday Night Skate",https://skateterminal.com/events/tuesday-night-skate-san-francisco-214,,https://www.tiktok.com/discover/roller-skating-christmas-nyc,SUCCESS,"URL corrected via refresh search."
"2025-11-14 14:18:02",4,"Annual Roller Disco Party",https://www.mcecleanenergy.org/roll-into-the-fun-annual-roller-disco-party/,,https://www.mcecleanenergy.org/roll-into-the-fun-annual-roller-disco-party/,SUCCESS,"Passed intelligent liveness check."
"2025-11-14 14:18:02",1,"CDG Comets Tournament",https://www.bayareader.com/events/2025-09-06,,,FAILURE,"Failed intelligent liveness check. Attempting Refresh Search."
"2025-11-14 14:18:02",1,"CDG Comets Tournament",https://www.bayareader.com/events/2025-09-06,https://www.googleapis.com/customsearch/v1?key=AIzaSyBVhmsn6mUY3S6E1590imj63BxAGSZ8cuI&cx=94977512e98b54f97&q=https%3A%2F%2Fwww.bayareader.com%2Fevents%2F2025-09-06&num=1,,FAILURE,"No results found for search query. Search Type: refresh."
"2025-11-14 14:18:03",1,"CDG Comets Tournament",https://www.bayareader.com/events/2025-09-06,https://www.googleapis.com/customsearch/v1?key=AIzaSyBVhmsn6mUY3S6E1590imj63BxAGSZ8cuI&cx=94977512e98b54f97&q=CDG%20Comets%20Tournament%20San%20Francisco%20September&num=5,,SEARCH_SUCCESS,"broad search returned 5 results for evaluation."
"2025-11-14 14:18:12",1,"CDG Comets Tournament",https://www.bayareader.com/events/2025-09-06,,https://www.bayareaderby.com/event/cdg-tournament-2025,SUCCESS,"AI evaluated and chose the best link from broad search."
"2025-11-14 14:18:13",2,"Original San Francisco Friday Night Skate",https://skateterminal.com/events/the-original-san-francisco-friday-night-skate-416,,,FAILURE,"Failed intelligent liveness check. Attempting Refresh Search."
"2025-11-14 14:18:14",2,"Original San Francisco Friday Night Skate",https://skateterminal.com/events/the-original-san-francisco-friday-night-skate-416,https://www.googleapis.com/customsearch/v1?key=AIzaSyBVhmsn6mUY3S6E1590imj63BxAGSZ8cuI&cx=94977512e98b54f97&q=https%3A%2F%2Fskateterminal.com%2Fevents%2Fthe-original-san-francisco-friday-night-skate-416&num=1,,SEARCH_SUCCESS,"refresh search returned 1 results for evaluation."
"2025-11-14 14:18:14",2,"Original San Francisco Friday Night Skate",https://skateterminal.com/events/the-original-san-francisco-friday-night-skate-416,,https://www.facebook.com/groups/875019069327187/posts/3190023584493379/,SUCCESS,"URL corrected via refresh search."
"2025-11-14 14:18:15",3,"Tuesday Night Skate",https://skateterminal.com/events/tuesday-night-skate-san-francisco-214,,,FAILURE,"Failed intelligent liveness check. Attempting Refresh Search."
"2025-11-14 14:18:15",3,"Tuesday Night Skate",https://skateterminal.com/events/tuesday-night-skate-san-francisco-214,https://www.googleapis.com/customsearch/v1?key=AIzaSyBVhmsn6mUY3S6E1590imj63BxAGSZ8cuI&cx=94977512e98b54f97&q=https%3A%2F%2Fskateterminal.com%2Fevents%2Ftuesday-night-skate-san-francisco-214&num=1,,SEARCH_SUCCESS,"refresh search returned 1 results for evaluation."
"2025-11-14 14:18:15",3,"Tuesday Night Skate",https://skateterminal.com/events/tuesday-night-skate-san-francisco-214,,https://www.tiktok.com/discover/roller-skating-christmas-nyc,SUCCESS,"URL corrected via refresh search."
"2025-11-14 14:19:40",1,"Skate Golden Gate - Skate Week San Francisco 2025",https://www.churchof8wheels.com/event/skate-golden-gate-skate-week-san-francisco-2025/,,,FAILURE,"Failed intelligent liveness check. Attempting Refresh Search."
"2025-11-14 14:19:40",1,"Skate Golden Gate - Skate Week San Francisco 2025",https://www.churchof8wheels.com/event/skate-golden-gate-skate-week-san-francisco-2025/,https://www.googleapis.com/customsearch/v1?key=AIzaSyBVhmsn6mUY3S6E1590imj63BxAGSZ8cuI&cx=94977512e98b54f97&q=https%3A%2F%2Fwww.churchof8wheels.com%2Fevent%2Fskate-golden-gate-skate-week-san-francisco-2025%2F&num=1,,SEARCH_SUCCESS,"refresh search returned 1 results for evaluation."
"2025-11-14 14:19:40",1,"Skate Golden Gate - Skate Week San Francisco 2025",https://www.churchof8wheels.com/event/skate-golden-gate-skate-week-san-francisco-2025/,,http://www.churchof8wheels.com/SkateweekSF2024.html,SUCCESS,"URL corrected via refresh search."
"2025-11-14 14:19:41",2,"Michael vs Prince Roller Disco",https://sf.funcheap.com/skate-week-san-francisco-2025-michael-vs-prince-roller-disco/,,,FAILURE,"Failed intelligent liveness check. Attempting Refresh Search."
"2025-11-14 14:19:42",2,"Michael vs Prince Roller Disco",https://sf.funcheap.com/skate-week-san-francisco-2025-michael-vs-prince-roller-disco/,https://www.googleapis.com/customsearch/v1?key=AIzaSyBVhmsn6mUY3S6E1590imj63BxAGSZ8cuI&cx=94977512e98b54f97&q=https%3A%2F%2Fsf.funcheap.com%2Fskate-week-san-francisco-2025-michael-vs-prince-roller-disco%2F&num=1,,SEARCH_SUCCESS,"refresh search returned 1 results for evaluation."
"2025-11-14 14:19:42",2,"Michael vs Prince Roller Disco",https://sf.funcheap.com/skate-week-san-francisco-2025-michael-vs-prince-roller-disco/,,https://sf.funcheap.com/skate-week-san-francisco-2025-michael-prince-roller-disco/,SUCCESS,"URL corrected via refresh search."
"2025-11-14 14:19:43",3,"Goth Skate Night",https://www.eventbrite.com/e/skate-golden-gate-goth-skate-night-tickets-897931320057,,,FAILURE,"Failed intelligent liveness check. Attempting Refresh Search."
"2025-11-14 14:19:43",3,"Goth Skate Night",https://www.eventbrite.com/e/skate-golden-gate-goth-skate-night-tickets-897931320057,https://www.googleapis.com/customsearch/v1?key=AIzaSyBVhmsn6mUY3S6E1590imj63BxAGSZ8cuI&cx=94977512e98b54f97&q=https%3A%2F%2Fwww.eventbrite.com%2Fe%2Fskate-golden-gate-goth-skate-night-tickets-897931320057&num=1,,FAILURE,"No results found for search query. Search Type: refresh."
"2025-11-14 14:19:44",3,"Goth Skate Night",https://www.eventbrite.com/e/skate-golden-gate-goth-skate-night-tickets-897931320057,https://www.googleapis.com/customsearch/v1?key=AIzaSyBVhmsn6mUY3S6E1590imj63BxAGSZ8cuI&cx=94977512e98b54f97&q=Goth%20Skate%20Night%20San%20Francisco%20July&num=5,,SEARCH_SUCCESS,"broad search returned 5 results for evaluation."
"2025-11-14 14:19:56",3,"Goth Skate Night",https://www.eventbrite.com/e/skate-golden-gate-goth-skate-night-tickets-897931320057,,https://www.instagram.com/p/DMLtUlwTPz1/,SUCCESS,"AI evaluated and chose the best link from broad search."
"2025-11-14 16:56:49",1,"Roll @ Santa Monica",https://www.santamonica.com/event/roll-santa-monica/2024-09-26/,,,FAILURE,"Failed intelligent liveness check. Attempting Refresh Search."
"2025-11-14 16:56:50",1,"Roll @ Santa Monica",https://www.santamonica.com/event/roll-santa-monica/2024-09-26/,https://www.googleapis.com/customsearch/v1?key=AIzaSyBVhmsn6mUY3S6E1590imj63BxAGSZ8cuI&cx=94977512e98b54f97&q=https%3A%2F%2Fwww.santamonica.com%2Fevent%2Froll-santa-monica%2F2024-09-26%2F&num=1,,SEARCH_SUCCESS,"refresh search returned 1 results for evaluation."
"2025-11-14 16:56:50",1,"Roll @ Santa Monica",https://www.santamonica.com/event/roll-santa-monica/2024-09-26/,,https://www.santamonica.com/event/roll-at-santa-monica/2024-09-26/,SUCCESS,"URL corrected via refresh search."
"2025-11-14 16:56:50",1,"Roll @ Santa Monica",https://www.santamonica.com/event/roll-santa-monica/2024-09-26/,,,FAILURE,"Failed intelligent liveness check. Attempting Refresh Search."
"2025-11-14 16:56:51",1,"Roll @ Santa Monica",https://www.santamonica.com/event/roll-santa-monica/2024-09-26/,https://www.googleapis.com/customsearch/v1?key=AIzaSyBVhmsn6mUY3S6E1590imj63BxAGSZ8cuI&cx=94977512e98b54f97&q=https%3A%2F%2Fwww.santamonica.com%2Fevent%2Froll-santa-monica%2F2024-09-26%2F&num=1,,SEARCH_SUCCESS,"refresh search returned 1 results for evaluation."
